id,name,description,price,stock,category,image
528,"Asus ZenBook Flip 14, i7, 16GB","2-in-1 convertible ultrabook with 14-inch OLED touchscreen, Intel i7 12th Gen, 16GB RAM, 512GB SSD, perfect for students and creatives.",1750000.00,10,Laptops & Computers,placeholder.jpg
529,"Acer Nitro 5, Ryzen 7, 16GB","Gaming laptop with 15.6-inch FHD 144Hz display, AMD Ryzen 7 6800H, NVIDIA RTX 4060, suitable for gamers seeking performance at a reasonable price.",1600000.00,12,Laptops & Computers,placeholder.jpg
530,"MSI Creator Z16, i9, 32GB","High-end creator laptop with 16-inch QHD+ touchscreen, Intel i9 12900HK, 32GB RAM, NVIDIA RTX 4080, perfect for graphic designers and video editors.",3800000.00,5,Laptops & Computers,placeholder.jpg
531,"Lenovo ThinkPad P16, i9, 64GB","Powerful workstation laptop with 16-inch 4K display, Intel i9 12900HX, 64GB RAM, 2TB SSD, ideal for engineers, designers, and content creators.",4200000.00,5,Laptops & Computers,placeholder.jpg
532,Samsung HW-Q60T Soundbar,"5.1ch soundbar with DTS Virtual:X, wireless subwoofer, clear dialogue, and deep bass for home cinema.",650000.00,10,TV & Audio,placeholder.jpg
533,LG SN7Y 3.1.2ch Soundbar,"Dolby Atmos soundbar with wireless subwoofer, AI Sound Pro, and Bluetooth streaming support.",880000.00,7,TV & Audio,placeholder.jpg
534,Sony SRS-XB33 Portable Speaker,"Waterproof Bluetooth speaker with Extra Bass, 24-hour battery, and durable outdoor design.",280000.00,15,TV & Audio,placeholder.jpg
535,JBL Charge 5 Bluetooth Speaker,"Portable speaker with deep bass, IP67 waterproof, USB-C charging, and 20-hour battery life.",210000.00,20,TV & Audio,placeholder.jpg
536,Bose SoundTouch 300 Soundbar,"Sleek soundbar with wireless music streaming, Dolby Digital, and Wi-Fi connectivity.",1200000.00,6,TV & Audio,placeholder.jpg
537,Philips 70-inch 4K UHD Smart TV,"70-inch LED TV with 4K UHD, HDR10+, Ambilight, and built-in smart apps for streaming entertainment.",2200000.00,5,TV & Audio,placeholder.jpg
538,Hisense 65-inch 4K U8G TV,"65-inch Hisense TV with Quantum Dot display, Dolby Vision, 120Hz refresh rate, and smart platform.",1900000.00,5,TV & Audio,placeholder.jpg
539,Samsung 55-inch The Serif QLED,"Premium design TV with 55-inch QLED display, HDR10+, Smart Hub, and unique furniture-style aesthetics.",2400000.00,4,TV & Audio,placeholder.jpg
540,LG 55-inch OLED A2 Series,"OLED TV with 4K resolution, webOS, Dolby Vision IQ, and AI Picture Pro for perfect visuals.",2200000.00,5,TV & Audio,placeholder.jpg
541,Sony X85K 55-inch 4K LED TV,"55-inch 4K HDR LED TV with X1 Processor, Triluminos Pro, and Google TV for streaming apps.",1350000.00,6,TV & Audio,placeholder.jpg
542,JBL PartyBox 100,"Portable party speaker with 160W sound, RGB lights, Bluetooth connectivity, and long-lasting battery.",650000.00,8,TV & Audio,placeholder.jpg
543,Samsung HW-Q800B 3.1.2ch Soundbar,"Dolby Atmos & DTS:X soundbar with wireless subwoofer, immersive cinema-quality audio for home.",1300000.00,6,TV & Audio,placeholder.jpg
544,Bose Solo 5 TV Soundbar,"Compact soundbar with dialogue enhancement, Bluetooth streaming, and easy setup for small rooms.",420000.00,10,TV & Audio,placeholder.jpg
545,Sony HT-RT3 5.1ch Home Theater,"5.1 channel sound system with wireless subwoofer, rear speakers, and Dolby Digital for immersive sound.",780000.00,6,TV & Audio,placeholder.jpg
546,LG 65-inch NanoCell 90 Series,"65-inch TV with NanoCell technology, 4K resolution, HDR support, and AI ThinQ for smart features.",2500000.00,4,TV & Audio,placeholder.jpg
547,TCL 65-inch P735 QLED 4K Smart TV,"QLED TV with 65-inch 4K display, HDR10+, Dolby Vision, Android TV OS, and built-in Chromecast.",1800000.00,5,TV & Audio,placeholder.jpg
548,Sony SRS-XG300 Outdoor Bluetooth,"Portable waterproof speaker with Extra Bass, 24-hour battery, and rugged design for outdoor use.",480000.00,10,TV & Audio,placeholder.jpg
549,LG XBOOM Go PL7 Bluetooth Speaker,"Portable speaker with rich sound, IPX5 splash-proof, and long battery life for outdoor activities.",180000.00,15,TV & Audio,placeholder.jpg
550,Samsung QN95B Neo QLED 65-inch,"Premium 65-inch Neo QLED TV with Quantum Matrix Technology, HDR10+, Dolby Atmos, and Smart Hub integration.",3500000.00,4,TV & Audio,placeholder.jpg
551,Bose Portable Smart Speaker,"Compact smart speaker with Wi-Fi & Bluetooth streaming, Alexa built-in, and 360° room-filling sound.",720000.00,8,TV & Audio,placeholder.jpg
552,LG 10kg Front Load Washing Machine,"High-efficiency front load washer with 10kg capacity, TurboWash technology, smart inverter motor, and multiple wash programs for all fabric types.",950000.00,10,Home Appliances,placeholder.jpg
553,Samsung 12kg Top Load Washing Machine,"12kg top-load washer with Diamond Drum, EcoBubble technology, and smart control via Samsung SmartThings app.",850000.00,12,Home Appliances,placeholder.jpg
554,Haier 7kg Front Load Washing Machine,"Compact 7kg front load washer with quick wash cycles, energy-efficient motor, and child lock for safety.",420000.00,15,Home Appliances,placeholder.jpg
555,Bosch Serie 6 9kg Front Load Washing Machine,"9kg front-load washer with EcoSilence Drive, ActiveWater Plus, and multiple wash programs for optimal fabric care.",1100000.00,8,Home Appliances,placeholder.jpg
556,Whirlpool 10kg Top Load Washing Machine,"Top-load washer with 10kg capacity, 6th Sense technology, smart auto-dosing, and energy-efficient operation.",780000.00,10,Home Appliances,placeholder.jpg
557,LG 260L Frost Free Double Door Refrigerator,"Double-door fridge with 260L capacity, Frost Free technology, inverter linear compressor, and spacious vegetable compartments.",780000.00,12,Home Appliances,placeholder.jpg
558,Samsung 253L Frost Free Double Door Refrigerator,"Stylish Samsung fridge with 253L capacity, digital inverter technology, and all-around cooling for even temperature distribution.",750000.00,12,Home Appliances,placeholder.jpg
559,Haier 200L Single Door Refrigerator,"Compact single-door fridge with 200L capacity, high-efficiency cooling, and suitable for small apartments or offices.",420000.00,15,Home Appliances,placeholder.jpg
560,Whirlpool 265L Double Door Refrigerator,"Double-door fridge with frost-free technology, 265L capacity, adjustable shelves, and energy-saving features.",820000.00,10,Home Appliances,placeholder.jpg
561,LG 335L Side-by-Side Refrigerator,"Large side-by-side fridge with 335L capacity, smart inverter, ice and water dispenser, ideal for families.",1200000.00,6,Home Appliances,placeholder.jpg
562,Samsung 2-in-1 Microwave Oven 23L,"23L microwave with convection and grilling options, digital display, and quick-cook presets.",220000.00,15,Home Appliances,placeholder.jpg
563,Panasonic 20L Microwave Oven,"20L compact microwave with auto menu, defrost function, and user-friendly touch controls.",180000.00,12,Home Appliances,placeholder.jpg
564,LG 32L Convection Microwave Oven,"Microwave oven with 32L capacity, convection and grill modes, smart inverter technology, and easy-clean interior.",260000.00,10,Home Appliances,placeholder.jpg
565,Samsung 28L Solo Microwave Oven,"28L microwave with quick defrost, auto cook, and stylish digital design.",200000.00,12,Home Appliances,placeholder.jpg
566,Bosch 35L Convection Microwave,"Convection microwave with 35L capacity, multiple cooking modes, and sleek stainless steel finish.",380000.00,8,Home Appliances,placeholder.jpg
567,Philips Air Fryer 4.1L,"Compact air fryer with rapid air technology, 4.1L capacity, multiple presets for frying, baking, grilling, and roasting.",250000.00,15,Home Appliances,placeholder.jpg
568,Ninja Air Fryer Max XL 5.2L,"Large-capacity air fryer with crisp technology, digital control panel, and smart cooking programs.",380000.00,10,Home Appliances,placeholder.jpg
569,Tefal ActiFry Genius XL 1.7kg,"Healthy cooking air fryer with 1.7kg capacity, multiple presets, and automatic stirring paddle.",300000.00,12,Home Appliances,placeholder.jpg
570,De'Longhi Multifry Extra Chef,"Multi-functional air fryer with 1.7L oil capacity, capable of frying, baking, roasting, and grilling with easy cleanup.",400000.00,8,Home Appliances,placeholder.jpg
571,LG 1.5HP Split AC,"Energy-efficient 1.5HP split air conditioner with inverter compressor, fast cooling, and low noise operation.",650000.00,10,Home Appliances,placeholder.jpg
572,Samsung 1.5HP Split AC,"1.5HP inverter split AC with fast cooling, smart Wi-Fi control, and energy-efficient operation.",620000.00,12,Home Appliances,placeholder.jpg
573,Hisense 1HP Window AC,"Compact 1HP window AC unit with fast cooling, energy efficiency, and easy installation.",350000.00,15,Home Appliances,placeholder.jpg
574,LG 2HP Split AC,"Powerful 2HP split AC with inverter technology, low noise operation, and smart cooling.",900000.00,6,Home Appliances,placeholder.jpg
575,Whirlpool 1.5HP Split AC,"Reliable split AC with 1.5HP capacity, energy-saving inverter, and multi-stage air purification.",630000.00,10,Home Appliances,placeholder.jpg
576,Philips Vacuum Cleaner 1600W,"Lightweight vacuum cleaner with 1600W motor, HEPA filtration, and multiple attachments for floors and carpets.",180000.00,12,Home Appliances,placeholder.jpg
577,Bosch 1800W Vacuum Cleaner,"High-power vacuum cleaner with HEPA filter, multiple nozzles, and cord rewind function for easy storage.",200000.00,10,Home Appliances,placeholder.jpg
578,LG CordZero Cordless Vacuum,"Cordless vacuum with powerful suction, detachable battery, and lightweight design for easy handling.",400000.00,8,Home Appliances,placeholder.jpg
579,Samsung Jet 90 Complete,"Cordless stick vacuum with strong suction, multiple brush heads, and long battery life for versatile cleaning.",450000.00,6,Home Appliances,placeholder.jpg
580,Haier 300L Electric Water Heater,"High-capacity electric water heater with temperature control, energy-efficient heating, and safety thermostat.",350000.00,10,Home Appliances,placeholder.jpg
581,Ariston 50L Storage Water Heater,"Compact 50L water heater with efficient heating, safety valve, and durable build for daily hot water needs.",280000.00,12,Home Appliances,placeholder.jpg
582,Philips 2L Electric Kettle,"Electric kettle with 2L capacity, auto shut-off, boil-dry protection, and fast heating for everyday use.",60000.00,20,Home Appliances,placeholder.jpg
583,Braun MultiQuick Hand Blender,"Hand blender with 600W motor, multiple speed settings, detachable stainless steel shaft, and easy-clean accessories.",120000.00,15,Home Appliances,placeholder.jpg
584,Kenwood 1.5L Electric Kettle,"Compact 1.5L kettle with rapid boil, cordless design, and water-level indicator.",65000.00,18,Home Appliances,placeholder.jpg
585,Tefal 1.7L Electric Kettle,"Stylish 1.7L kettle with auto shut-off, boil-dry protection, and ergonomic handle for safe pouring.",55000.00,20,Home Appliances,placeholder.jpg
586,Philips Viva Collection Blender,"Powerful blender with 1.5L jar, 700W motor, multiple speed settings, and ice-crushing function.",100000.00,12,Home Appliances,placeholder.jpg
587,Kenwood 1.5L Food Processor,"Food processor with multiple attachments for chopping, slicing, grating, and kneading dough.",220000.00,8,Home Appliances,placeholder.jpg
588,Bosch 800W Blender,"High-performance blender with 1.5L jar, stainless steel blades, and multiple speed settings for smoothies and soups.",180000.00,10,Home Appliances,placeholder.jpg
589,Tefal OptiGrill+ XL,"Electric grill with automatic cooking programs, XL surface, non-stick coating, perfect for indoor grilling.",320000.00,8,Home Appliances,placeholder.jpg
590,Philips Air Fryer XXL 7.3L,"Large-capacity air fryer with rapid air technology, multiple presets, and touch screen control for healthy cooking.",450000.00,6,Home Appliances,placeholder.jpg
591,Moulinex Easy Fry Deluxe,"Multifunctional air fryer with 4.2L capacity, grill and bake options, and digital timer.",380000.00,10,Home Appliances,placeholder.jpg
592,LG 20L Electric Oven,"Compact oven with 20L capacity, convection function, temperature control, and timer for baking, roasting, and grilling.",220000.00,10,Home Appliances,placeholder.jpg
593,Samsung 32L Microwave Oven,"32L microwave with grill and convection modes, digital control, and multiple auto cook programs.",200000.00,12,Home Appliances,placeholder.jpg
594,Kenwood 30L Electric Oven,"30L electric oven with adjustable thermostat, convection heating, and baking tray included.",240000.00,8,Home Appliances,placeholder.jpg
595,Philips 25L Electric Oven,"25L compact oven with multi-function cooking, timer, and easy-clean interior.",180000.00,12,Home Appliances,placeholder.jpg
596,Haier 6kg Compact Washing Machine,"Compact top-load washing machine with 6kg capacity, quick wash programs, and energy-efficient motor.",320000.00,15,Home Appliances,placeholder.jpg
597,LG 8kg Front Load Washing Machine,"8kg front-load washer with TurboWash, smart inverter motor, and multiple wash cycles for different fabrics.",650000.00,12,Home Appliances,placeholder.jpg
598,Whirlpool 7kg Front Load Washing Machine,"Front-load washer with 7kg capacity, 6th Sense technology, and energy-saving programs.",580000.00,12,Home Appliances,placeholder.jpg
599,Bosch Serie 4 8kg Front Load Washer,"8kg front-load washing machine with EcoSilence drive, ActiveWater Plus, and multiple automatic wash programs.",700000.00,10,Home Appliances,placeholder.jpg
600,Samsung 12kg Top Load Washer,"Large-capacity top-load washing machine with Diamond Drum, EcoBubble, and smart app control.",850000.00,10,Home Appliances,placeholder.jpg
601,LG 18kg Semi-Automatic Washer,"Semi-automatic washer with 18kg capacity, easy operation, and energy-efficient motor for large families.",420000.00,10,Home Appliances,placeholder.jpg
602,Panasonic 1.8L Electric Kettle,"1.8L electric kettle with boil-dry protection, fast heating, and easy pour spout.",70000.00,20,Home Appliances,placeholder.jpg
603,Braun 1.5L Electric Kettle,"Compact kettle with auto shut-off, stainless steel interior, and stylish design.",65000.00,18,Home Appliances,placeholder.jpg
604,Tefal Compact Blender 1.2L,"1.2L blender with 400W motor, two-speed operation, and detachable jar for easy cleaning.",90000.00,12,Home Appliances,placeholder.jpg
605,Philips Juicer HR1832,"Centrifugal juicer with 1L jug, 500W motor, easy-clean technology, and safety locking system.",180000.00,10,Home Appliances,placeholder.jpg
606,Kenwood Citrus Juicer JE290,"Citrus juicer with 25W motor, anti-drip spout, two reamers for different sizes, and transparent pulp collector.",120000.00,12,Home Appliances,placeholder.jpg
607,Moulinex Electric Rice Cooker 1.8L,"1.8L rice cooker with keep-warm function, non-stick inner pot, and easy one-touch operation.",90000.00,15,Home Appliances,placeholder.jpg
608,Tefal Rice Cooker 1.5L,"Compact rice cooker with 1.5L capacity, keep-warm function, and non-stick removable pot.",85000.00,18,Home Appliances,placeholder.jpg
609,LG 2-in-1 Dryer & Washer 10kg,"Front-load washer and dryer combo with 10kg capacity, smart inverter, multiple wash and dry programs.",1200000.00,6,Home Appliances,placeholder.jpg
610,Samsung 2-in-1 Washer Dryer 9kg,"Washer-dryer combo with 9kg wash and 6kg dry capacity, digital inverter motor, and smart app control.",1150000.00,6,Home Appliances,placeholder.jpg
611,Haier 2-in-1 Compact Washer Dryer 6kg,"Compact 2-in-1 washer dryer with 6kg capacity, energy-efficient motor, and easy program selection for small homes.",650000.00,10,Home Appliances,placeholder.jpg
612,Levi's 511 Slim Fit Jeans,"Classic Levi's 511 slim-fit jeans with stretch denim, comfortable fit, and timeless style for everyday wear.",120000.00,20,Fashion Men,placeholder.jpg
613,Ralph Lauren Polo Shirt,"Cotton polo shirt with embroidered logo, breathable fabric, and regular fit for casual or semi-formal occasions.",150000.00,15,Fashion Men,placeholder.jpg
614,Tommy Hilfiger Casual T-Shirt,"Premium cotton T-shirt with brand logo, soft texture, and versatile style for daily wear.",85000.00,25,Fashion Men,placeholder.jpg
615,Nike Sports T-Shirt,"Lightweight, moisture-wicking T-shirt designed for sports and casual wear, providing comfort and flexibility.",90000.00,30,Fashion Men,placeholder.jpg
616,Adidas Training Shorts,"Durable polyester shorts with elastic waistband, breathable mesh lining, ideal for workouts and running.",80000.00,20,Fashion Men,placeholder.jpg
617,Puma Joggers,"Soft cotton-blend joggers with elastic cuffs, adjustable waistband, and side pockets for comfort and style.",110000.00,18,Fashion Men,placeholder.jpg
618,Levi's Trucker Jacket,"Classic denim trucker jacket with button-front closure, chest pockets, and durable cotton fabric.",220000.00,10,Fashion Men,placeholder.jpg
619,Zara Slim Fit Blazer,"Tailored slim-fit blazer with single-breasted design, ideal for office wear or formal events.",300000.00,8,Fashion Men,placeholder.jpg
620,H&M Casual Hoodie,"Soft cotton hoodie with drawstring hood, kangaroo pocket, and casual style suitable for everyday wear.",90000.00,25,Fashion Men,placeholder.jpg
621,Uniqlo Ultra Light Down Jacket,"Lightweight insulated jacket with compact packable design, windproof, and ideal for chilly weather.",180000.00,12,Fashion Men,placeholder.jpg
622,Lacoste Classic Polo,"Premium cotton polo shirt with iconic crocodile logo, breathable fabric, and tailored fit.",170000.00,10,Fashion Men,placeholder.jpg
623,Nike Air Max Sneakers,"Stylish and comfortable sneakers with Air Max cushioning, breathable mesh upper, and durable sole for everyday use.",250000.00,15,Fashion Men,placeholder.jpg
624,Adidas Superstar Sneakers,"Classic Adidas sneakers with leather upper, rubber shell toe, and iconic 3-stripe branding.",230000.00,20,Fashion Men,placeholder.jpg
625,Puma RS-X Casual Sneakers,"Modern retro sneakers with cushioned midsole, durable rubber outsole, and stylish design for streetwear.",220000.00,15,Fashion Men,placeholder.jpg
626,Timberland Classic Boots,"Durable leather boots with waterproof finish, padded collar, and rugged sole for outdoor and casual wear.",380000.00,8,Fashion Men,placeholder.jpg
627,Clarks Desert Boots,"Suede chukka boots with crepe sole, comfortable fit, and versatile casual style.",350000.00,10,Fashion Men,placeholder.jpg
628,Levi's 505 Regular Fit Jeans,"Regular-fit denim jeans with durable cotton fabric, classic five-pocket design, perfect for everyday use.",115000.00,20,Fashion Men,placeholder.jpg
629,H&M Chino Pants,"Slim-fit cotton chino pants with belt loops and side pockets, suitable for office or casual occasions.",95000.00,18,Fashion Men,placeholder.jpg
630,Zara Slim Fit Dress Shirt,"Cotton dress shirt with slim fit, button-down collar, and versatile design for office or formal wear.",140000.00,12,Fashion Men,placeholder.jpg
631,Uniqlo Oxford Long Sleeve Shirt,"Classic Oxford shirt with button-down collar, soft cotton fabric, ideal for casual or semi-formal occasions.",120000.00,15,Fashion Men,placeholder.jpg
632,Ralph Lauren Sweatshirt,"Cotton-blend sweatshirt with ribbed cuffs, embroidered logo, and cozy fit for casual wear.",160000.00,10,Fashion Men,placeholder.jpg
633,Adidas Hooded Sweatshirt,"Comfortable hooded sweatshirt with kangaroo pocket, drawstring hood, and breathable fabric for sports or casual use.",120000.00,18,Fashion Men,placeholder.jpg
634,Puma Training Jacket,"Lightweight sports jacket with full-zip front, elastic cuffs, and moisture-wicking fabric for workouts.",150000.00,12,Fashion Men,placeholder.jpg
635,North Face Fleece Jacket,"Warm fleece jacket with zippered pockets, elastic hem, and ideal for outdoor adventures.",250000.00,8,Fashion Men,placeholder.jpg
636,Timberland Waterproof Jacket,"Heavy-duty waterproof jacket with hood, multiple pockets, and durable construction for rainy weather.",400000.00,6,Fashion Men,placeholder.jpg
637,H&M Knit Sweater,"Soft cotton-blend sweater with ribbed cuffs and hem, perfect for layering in cooler weather.",90000.00,15,Fashion Men,placeholder.jpg
638,Zara Casual Shorts,"Lightweight cotton shorts with pockets, comfortable fit, ideal for summer and casual outings.",80000.00,20,Fashion Men,placeholder.jpg
639,Levi's Cargo Pants,"Durable cotton cargo pants with multiple pockets, relaxed fit, and ideal for outdoor and casual wear.",130000.00,12,Fashion Men,placeholder.jpg
640,Nike Pro Sports Leggings,"Lightweight, stretchy sports leggings with moisture-wicking technology, designed for high-intensity workouts.",110000.00,18,Fashion Men,placeholder.jpg
641,Adidas Track Pants,"Polyester track pants with elastic waistband, tapered leg design, and breathable mesh panels for sports.",100000.00,20,Fashion Men,placeholder.jpg
642,Hugo Boss Slim Fit Trousers,"Premium tailored trousers with slim fit, wool-blend fabric, and versatile style for office or formal events.",320000.00,6,Fashion Men,placeholder.jpg
643,Tommy Hilfiger Hoodie,"Cotton hoodie with embroidered logo, adjustable hood, and kangaroo pocket for casual comfort.",150000.00,15,Fashion Men,placeholder.jpg
644,Puma Running Shoes,"Lightweight running shoes with cushioned sole, breathable mesh upper, and durable outsole for training.",180000.00,18,Fashion Men,placeholder.jpg
645,Nike Sports Shorts,"Polyester athletic shorts with elastic waistband, quick-dry fabric, and side pockets for convenience.",85000.00,20,Fashion Men,placeholder.jpg
646,Adidas Essentials Hoodie,"Soft cotton hoodie with front pocket, drawstring hood, and classic Adidas branding.",120000.00,15,Fashion Men,placeholder.jpg
647,Levi's Denim Jacket,"Classic denim jacket with button closure, chest pockets, and durable cotton fabric for everyday use.",220000.00,10,Fashion Men,placeholder.jpg
648,H&M Casual Polo,"Lightweight cotton polo shirt with ribbed collar, short sleeves, and comfortable fit for daily wear.",80000.00,25,Fashion Men,placeholder.jpg
649,Uniqlo Sweatpants,"Soft cotton sweatpants with elastic waistband and ankle cuffs, perfect for casual lounging or workouts.",90000.00,20,Fashion Men,placeholder.jpg
650,Ralph Lauren Casual Shorts,"Cotton casual shorts with multiple pockets, belt loops, and classic preppy style for summer.",150000.00,12,Fashion Men,placeholder.jpg
651,Nike Sports Cap,"Adjustable sports cap with breathable mesh, iconic logo, and comfortable fit for outdoor activities.",40000.00,30,Fashion Men,placeholder.jpg
652,Adidas Sports Cap,"Lightweight cap with adjustable strap, moisture-wicking sweatband, and iconic 3-stripe branding.",35000.00,25,Fashion Men,placeholder.jpg
653,Levi's Slim Fit Chinos,Stretch cotton slim-fit chinos with versatile style for casual or semi-formal occasions.,120000.00,15,Fashion Men,placeholder.jpg
654,H&M Casual Blazer,"Lightweight cotton-blend blazer with slim fit, single-breasted design, perfect for office or casual events.",220000.00,10,Fashion Men,placeholder.jpg
655,Zara Slim Fit Trousers,"Tailored slim-fit trousers with stretch fabric, perfect for formal or business casual looks.",180000.00,12,Fashion Men,placeholder.jpg
656,North Face Lightweight Jacket,"Windbreaker jacket with lightweight design, water-resistant fabric, and adjustable hood for outdoor activities.",200000.00,8,Fashion Men,placeholder.jpg
657,Puma Training Hoodie,"Cotton-blend training hoodie with drawstring hood, ribbed cuffs, and kangaroo pocket for comfort.",130000.00,12,Fashion Men,placeholder.jpg
658,Nike Sports Jacket,"Lightweight athletic jacket with zipper closure, breathable panels, and ideal for training or casual wear.",160000.00,10,Fashion Men,placeholder.jpg
659,Timberland Casual Sneakers,"Durable leather sneakers with padded collar, comfortable insole, and versatile style for everyday use.",280000.00,8,Fashion Men,placeholder.jpg
660,Clarks Casual Loafers,"Premium suede loafers with cushioned footbed, slip-on design, and classic casual style.",350000.00,6,Fashion Men,placeholder.jpg
661,Levi's Graphic T-Shirt,"Cotton T-shirt with printed graphic, soft texture, and casual fit for daily wear.",75000.00,25,Fashion Men,placeholder.jpg
662,Zara Floral Summer Dress,"Lightweight floral dress with V-neck, short sleeves, and knee-length hem, perfect for summer outings.",120000.00,20,Fashion Women,placeholder.jpg
663,H&M Wrap Dress,"Elegant wrap dress with adjustable waist tie, midi-length, and soft polyester blend for comfort.",110000.00,18,Fashion Women,placeholder.jpg
664,Mango A-Line Skirt,"High-waist A-line skirt with zip closure, lightweight fabric, and flattering fit for casual or office wear.",85000.00,25,Fashion Women,placeholder.jpg
665,Uniqlo Linen Blouse,"Breathable linen blouse with button-down front, long sleeves, and relaxed fit for daily wear.",90000.00,20,Fashion Women,placeholder.jpg
666,Forever 21 Off-Shoulder Top,"Stylish off-shoulder top with elastic neckline, short puff sleeves, and versatile casual design.",75000.00,25,Fashion Women,placeholder.jpg
667,H&M Knit Sweater,"Soft knitted sweater with ribbed cuffs, round neck, and cozy fit for cooler weather.",95000.00,18,Fashion Women,placeholder.jpg
668,Zara Slim Fit Pants,"Tailored slim-fit pants with stretch fabric, mid-rise waist, and versatile style for office or formal occasions.",130000.00,15,Fashion Women,placeholder.jpg
669,Mango High-Waist Trousers,"Elegant high-waist trousers with tapered legs, zip closure, and comfortable polyester blend.",140000.00,12,Fashion Women,placeholder.jpg
670,H&M Maxi Dress,"Flowing maxi dress with floral print, adjustable straps, and floor-length design for casual or evening wear.",120000.00,20,Fashion Women,placeholder.jpg
671,Zara Blouse with Puff Sleeves,"Stylish blouse with puff sleeves, button-down front, and soft cotton blend for versatile wear.",95000.00,18,Fashion Women,placeholder.jpg
672,Uniqlo V-Neck T-Shirt,"Soft cotton V-neck T-shirt with regular fit, breathable fabric, and casual everyday style.",60000.00,25,Fashion Women,placeholder.jpg
673,Forever 21 Crop Top,"Trendy crop top with short sleeves, stretchy cotton fabric, and casual summer style.",50000.00,30,Fashion Women,placeholder.jpg
674,Mango Pleated Skirt,"Midi pleated skirt with elastic waistband, lightweight fabric, and elegant silhouette for casual or office wear.",100000.00,15,Fashion Women,placeholder.jpg
675,Zara Belted Trench Coat,"Classic belted trench coat with water-resistant fabric, double-breasted closure, and timeless style.",350000.00,8,Fashion Women,placeholder.jpg
676,H&M Puffer Jacket,"Lightweight puffer jacket with padded insulation, zip closure, and hood for warmth in colder weather.",220000.00,10,Fashion Women,placeholder.jpg
677,Uniqlo Ultra Light Down Jacket,"Packable down jacket with windproof and water-resistant fabric, perfect for travel or chilly weather.",250000.00,12,Fashion Women,placeholder.jpg
678,Mango Ruffled Blouse,"Soft polyester blouse with ruffled front detail, short sleeves, and elegant casual design.",85000.00,20,Fashion Women,placeholder.jpg
679,Zara Satin Slip Dress,"Sleek satin slip dress with spaghetti straps, V-neckline, and midi-length for evening or party wear.",180000.00,12,Fashion Women,placeholder.jpg
680,H&M Denim Jacket,"Classic denim jacket with button-down front, chest pockets, and durable cotton fabric for casual styling.",150000.00,15,Fashion Women,placeholder.jpg
681,Forever 21 Mini Skirt,"Trendy mini skirt with high waist, zipper closure, and versatile casual design.",70000.00,25,Fashion Women,placeholder.jpg
682,Uniqlo Cotton Shirt Dress,"Comfortable shirt dress with button-down front, short sleeves, and knee-length hem for everyday wear.",120000.00,18,Fashion Women,placeholder.jpg
683,Mango Tailored Blazer,"Stylish tailored blazer with single-breasted design, slim fit, and comfortable polyester blend.",220000.00,10,Fashion Women,placeholder.jpg
684,Zara Ruffled Maxi Skirt,"Flowing maxi skirt with ruffle details, elastic waistband, and lightweight fabric for summer elegance.",140000.00,12,Fashion Women,placeholder.jpg
685,H&M Knit Cardigan,"Soft knitted cardigan with open front, long sleeves, and cozy fit for layering over outfits.",95000.00,20,Fashion Women,placeholder.jpg
686,Mango Satin Blouse,"Smooth satin blouse with V-neck, long sleeves, and elegant office or casual style.",100000.00,18,Fashion Women,placeholder.jpg
687,Zara Midi Dress,"Stylish midi dress with floral print, short sleeves, and flattering fit for casual or semi-formal events.",150000.00,15,Fashion Women,placeholder.jpg
688,H&M Leggings,"Comfortable stretch cotton leggings with elastic waistband, perfect for casual wear or workouts.",50000.00,30,Fashion Women,placeholder.jpg
689,Forever 21 Graphic T-Shirt,"Cotton T-shirt with trendy graphic print, regular fit, and casual everyday style.",45000.00,35,Fashion Women,placeholder.jpg
690,Mango Wrap Skirt,"Lightweight wrap skirt with tie closure, midi-length, and comfortable fabric for summer or casual outings.",110000.00,15,Fashion Women,placeholder.jpg
691,Zara Cropped Sweater,"Soft knit cropped sweater with long sleeves, ribbed cuffs, and casual street-style look.",90000.00,18,Fashion Women,placeholder.jpg
692,Uniqlo Linen Shorts,"Lightweight linen shorts with elastic waistband, perfect for summer casual wear.",70000.00,25,Fashion Women,placeholder.jpg
693,H&M Hoodie,"Comfortable cotton hoodie with drawstring hood, kangaroo pocket, and casual everyday style.",85000.00,20,Fashion Women,placeholder.jpg
694,Mango Wide-Leg Pants,"Elegant wide-leg trousers with high waist, zip closure, and polyester blend for office or casual styling.",150000.00,12,Fashion Women,placeholder.jpg
695,Zara Satin Camisole,"Sleek satin camisole with spaghetti straps, V-neck, and versatile layering piece for day or evening wear.",75000.00,20,Fashion Women,placeholder.jpg
696,Forever 21 Denim Shorts,"Classic denim shorts with high waist, button closure, and casual summer style.",60000.00,30,Fashion Women,placeholder.jpg
697,H&M Printed Maxi Dress,"Flowing maxi dress with printed floral pattern, adjustable straps, and floor-length design for casual or formal wear.",120000.00,18,Fashion Women,placeholder.jpg
698,Mango Cropped Jacket,"Stylish cropped jacket with button-down front, long sleeves, and lightweight polyester blend.",180000.00,12,Fashion Women,placeholder.jpg
699,Zara Belted Dress,"Elegant belted dress with V-neck, midi-length, and flattering fit for semi-formal or office wear.",160000.00,12,Fashion Women,placeholder.jpg
700,H&M Pleated Midi Skirt,"Lightweight pleated midi skirt with elastic waistband, perfect for casual or office outfits.",90000.00,20,Fashion Women,placeholder.jpg
